timestamp,normal,deadlines,oasis,normal_stress,oasis_stress,fov_10,fov_deadlines_10,slimslam,fov_9,fov_deadlines_9,fov_8,fov_deadlines_8,fov_7,fov_deadlines_7,fov_6,fov_deadlines_6,fov_5,fov_deadlines_5,fov_4,fov_deadlines_4,fov_3,fov_deadlines_3,fov_2,fov_deadlines_2,fov_0,fov_deadlines_0,fov_12,fov_deadlines_12,fov_11,fov_deadlines_11
1.403715893384058e+18,0.02095670189808751,0.02612605781054542,0.026316095645603946,0.013478156023219638,0.013875260501652914,0.025101403558213373,0.006333720747114246,0.05907830373029385,0.01403591341714544,0.01403591341714544,0.007750290018561016,0.007750290018561016,0.021221239282088467,0.021221239282088467,0.014407857494098942,0.014407857494098942,0.006277397989803915,0.006277397989803915,0.015238915328594055,0.015238915328594055,0.06283872877659256,0.06283872877659256,0.05788081363508701,0.05788081363508701,0.02612605781054542,0.02612605781054542,0.013096325932435473,0.013096325932435473,0.014968794589417956,0.014968794589417956
1.403715893434058e+18,0.019273581595894075,0.0252911354900066,0.023327933874915302,0.01233763865961489,0.013848640591143224,0.025498928967753336,0.007428865729722346,0.057059827126306514,0.014109188883903168,0.014109188883903168,0.010044635812066065,0.010044635812066065,0.021221239282088467,0.021221239282088467,0.013932296067046988,0.013932296067046988,0.00975915680920478,0.00975915680920478,0.014433897914799843,0.014433897914799843,0.06283872877659256,0.06283872877659256,0.05788081363508701,0.05788081363508701,0.0252911354900066,0.0252911354900066,0.012462540858328883,0.012462540858328883,0.01740547814008703,0.01740547814008703
1.403715893484058e+18,0.017938510153813328,0.02469863386275517,0.028679733195718204,0.014805672787405922,0.013353701976085442,0.02970073477266023,0.01165320924719678,0.06646714988861703,0.016208614308159373,0.016208614308159373,0.01452430950701056,0.01452430950701056,0.021221239282088467,0.021221239282088467,0.014042520758110901,0.014042520758110901,0.009401190747693617,0.009401190747693617,0.019274645457943818,0.019274645457943818,0.06283872877659256,0.06283872877659256,0.05788081363508701,0.05788081363508701,0.02469863386275517,0.02469863386275517,0.01813220137620653,0.01813220137620653,0.01761074239959688,0.01761074239959688
1.403715893534058e+18,0.028907956868844977,0.026804300009410205,0.036224181656541676,0.02106320855945038,0.015514315337958646,0.030473332682248097,0.012147319154037868,0.06838796333259102,0.01658589477344219,0.01658589477344219,0.013731728548271524,0.013731728548271524,0.021221239282088467,0.021221239282088467,0.022706233063083416,0.022706233063083416,0.020549506328462187,0.020549506328462187,0.013922194331801384,0.013922194331801384,0.06283872877659256,0.06283872877659256,0.05788081363508701,0.05788081363508701,0.026804300009410205,0.026804300009410205,0.007293415150574816,0.007293415150574816,0.020434819471865703,0.020434819471865703
1.403715893584058e+18,0.04631625812107959,0.0413596230648822,0.05282525291333809,0.03899706840170006,0.03318242637880177,0.02806632706098196,0.011406817810557576,0.06141566995262796,0.010736970738235128,0.010736970738235128,0.011967418836194243,0.011967418836194243,0.021221239282088467,0.021221239282088467,0.013588374109223752,0.013588374109223752,0.01903404482673375,0.01903404482673375,0.014445565938988403,0.014445565938988403,0.06283872877659256,0.06283872877659256,0.05788081363508701,0.05788081363508701,0.0413596230648822,0.0413596230648822,0.025184451957431127,0.025184451957431127,0.016488335955509578,0.016488335955509578
1.403715893634058e+18,0.01870893999764367,0.026543478475676282,0.01610760569978164,0.009203780596268927,0.017959911727622513,0.027341580861653343,0.00696202523264572,0.0544433765726649,0.013671229995814372,0.013671229995814372,0.007950802942962252,0.007950802942962252,0.021221239282088467,0.021221239282088467,0.015282904693272838,0.015282904693272838,0.012855412714602844,0.012855412714602844,0.013977787755207664,0.013977787755207664,0.06283872877659256,0.06283872877659256,0.05788081363508701,0.05788081363508701,0.026543478475676282,0.026543478475676282,0.014761197359247637,0.014761197359247637,0.017785136685937723,0.017785136685937723
1.403715893684058e+18,0.022564772989233203,0.030252557327283405,0.018900574814219334,0.014373539295716529,0.022975884816071913,0.028540021201922384,0.012475105172405177,0.05559269071423317,0.01627681713228339,0.01627681713228339,0.013502917513816196,0.013502917513816196,0.021221239282088467,0.021221239282088467,0.01661588895974779,0.01661588895974779,0.016770296587654897,0.016770296587654897,0.01439935399165895,0.01439935399165895,0.06283872877659256,0.06283872877659256,0.05788081363508701,0.05788081363508701,0.030252557327283405,0.030252557327283405,0.019549730078326884,0.019549730078326884,0.021471948712154656,0.021471948712154656
1.403715893734058e+18,0.023984482582082727,0.029819417809268577,0.020082703938496874,0.016680455547721042,0.024719673156589007,0.03330016697538226,0.015584281105482057,0.04563075602025365,0.01922556371915153,0.01922556371915153,0.01831327167346202,0.01831327167346202,0.021221239282088467,0.021221239282088467,0.019913539287492826,0.019913539287492826,0.022455414384771024,0.022455414384771024,0.017017657823399916,0.017017657823399916,0.06283872877659256,0.06283872877659256,0.05788081363508701,0.05788081363508701,0.029819417809268577,0.029819417809268577,0.02189094672623597,0.02189094672623597,0.026486537848393894,0.026486537848393894
1.403715893784058e+18,0.028648472400873867,0.03401864339764699,0.024391353652387673,0.02182278591136812,0.02980894610360997,0.03517961405167738,0.020908951286952124,0.044954371564819545,0.023334304865688042,0.023334304865688042,0.01086831463696756,0.01086831463696756,0.021221239282088467,0.021221239282088467,0.011992616386778792,0.011992616386778792,0.018550209003014486,0.018550209003014486,0.011531622426155994,0.011531622426155994,0.06283872877659256,0.06283872877659256,0.05788081363508701,0.05788081363508701,0.03401864339764699,0.03401864339764699,0.026238731925157643,0.026238731925157643,0.021904220244054057,0.021904220244054057
1.403715893834058e+18,0.03137656260208547,0.03575697707139828,0.02701965216250561,0.024808219936629027,0.03212119193941881,0.03827660028833135,0.02459135498629057,0.050256762373217044,0.027374004498960727,0.027374004498960727,0.011818063978968283,0.011818063978968283,0.021221239282088467,0.021221239282088467,0.018053882281303155,0.018053882281303155,0.022258760480236818,0.022258760480236818,0.01804763147465078,0.01804763147465078,0.06283872877659256,0.06283872877659256,0.05788081363508701,0.05788081363508701,0.03575697707139828,0.03575697707139828,0.01781468059358475,0.01781468059358475,0.022366950227140463,0.022366950227140463
1.403715893884058e+18,0.016846587480265986,0.024120976079546188,0.019497952282880312,0.011594255619326348,0.01314131201780924,0.02603495577382473,0.008970842503797379,0.050648817326035024,0.012157318582507936,0.012157318582507936,0.003750870846701231,0.003750870846701231,0.021221239282088467,0.021221239282088467,0.013815412482138838,0.013815412482138838,0.012892455859837804,0.012892455859837804,0.013190314428960162,0.013190314428960162,0.06283872877659256,0.06283872877659256,0.05788081363508701,0.05788081363508701,0.024120976079546188,0.024120976079546188,0.016305341776187678,0.016305341776187678,0.016874874272345925,0.016874874272345925
