timestamp,normal,deadlines,oasis,normal_stress,oasis_stress,fov_10,fov_deadlines_10,omega,omega_deadlines,pid,pid_deadlines,slimslam,fov_9,fov_deadlines_9,fov_8,fov_deadlines_8,fov_7,fov_deadlines_7,fov_6,fov_deadlines_6,fov_5,fov_deadlines_5,fov_4,fov_deadlines_4,fov_3,fov_deadlines_3,fov_0,fov_deadlines_0,fov_12,fov_deadlines_12,fov_11,fov_deadlines_11
1.403715528412143e+18,0.0505468584674366,0.10888774054185275,0.04433528576273941,0.050962099943983916,0.046801942381328884,0.04395075292070316,0.05414134846162122,0.06923286305595347,0.07375315914471212,0.05886920536608503,0.052724975771589556,0.22071600487015317,0.041844208993519,0.041844208993519,0.05218689564670705,0.05218689564670705,0.049697515499725085,0.049697515499725085,0.03818067757133955,0.03818067757133955,0.052471428410647676,0.052471428410647676,0.05246350767455639,0.05246350767455639,0.12979610602731076,0.12979610602731076,0.10888774054185275,0.10888774054185275,0.03099093433209052,0.03099093433209052,0.05477888081715342,0.05477888081715342
1.403715528462143e+18,0.04839160405072213,0.1057035667541136,0.04433528576273941,0.04800179550605199,0.046801942381328884,0.04395075292070316,0.05414134846162122,0.06923286305595347,0.0709198150009092,0.05886920536608503,0.052724975771589556,0.22030718036848237,0.041844208993519,0.041844208993519,0.05218689564670705,0.05218689564670705,0.049697515499725085,0.049697515499725085,0.03818067757133955,0.03818067757133955,0.052471428410647676,0.052471428410647676,0.05246350767455639,0.05246350767455639,0.12979610602731076,0.12979610602731076,0.1057035667541136,0.1057035667541136,0.03099093433209052,0.03099093433209052,0.05477888081715342,0.05477888081715342
1.403715528512143e+18,0.04878651371536354,0.10731178499000649,0.04433528576273941,0.04862638868126635,0.046801942381328884,0.04395075292070316,0.05414134846162122,0.06923286305595347,0.0701414143541204,0.05886920536608503,0.052724975771589556,0.2220042853319747,0.041844208993519,0.041844208993519,0.05218689564670705,0.05218689564670705,0.049697515499725085,0.049697515499725085,0.03818067757133955,0.03818067757133955,0.052471428410647676,0.052471428410647676,0.05246350767455639,0.05246350767455639,0.12979610602731076,0.12979610602731076,0.10731178499000649,0.10731178499000649,0.03099093433209052,0.03099093433209052,0.05477888081715342,0.05477888081715342
1.403715528562143e+18,0.04453136967656412,0.10265477880508148,0.04433528576273941,0.04377413015829667,0.046801942381328884,0.04395075292070316,0.05414134846162122,0.06923286305595347,0.06936301370733158,0.05886920536608503,0.052724975771589556,0.2258811739817393,0.041844208993519,0.041844208993519,0.05218689564670705,0.05218689564670705,0.049697515499725085,0.049697515499725085,0.03818067757133955,0.03818067757133955,0.052471428410647676,0.052471428410647676,0.05246350767455639,0.05246350767455639,0.12979610602731076,0.12979610602731076,0.10265477880508148,0.10265477880508148,0.03099093433209052,0.03099093433209052,0.05477888081715342,0.05477888081715342
1.403715528612143e+18,0.04902794360512169,0.10866202220713961,0.04433528576273941,0.048287962284934025,0.046801942381328884,0.04395075292070316,0.05414134846162122,0.06923286305595347,0.06858461306054278,0.05886920536608503,0.052724975771589556,0.22975806263150392,0.041844208993519,0.041844208993519,0.05218689564670705,0.05218689564670705,0.049697515499725085,0.049697515499725085,0.03818067757133955,0.03818067757133955,0.052471428410647676,0.052471428410647676,0.05246350767455639,0.05246350767455639,0.12979610602731076,0.12979610602731076,0.10866202220713961,0.10866202220713961,0.03099093433209052,0.03099093433209052,0.05477888081715342,0.05477888081715342
1.403715528662143e+18,0.047428776248049954,0.10618307961559159,0.04433528576273941,0.04455947059085889,0.046801942381328884,0.04395075292070316,0.05414134846162122,0.06923286305595347,0.06780621241375398,0.05886920536608503,0.052724975771589556,0.23363495128126852,0.041844208993519,0.041844208993519,0.05218689564670705,0.05218689564670705,0.049697515499725085,0.049697515499725085,0.03818067757133955,0.03818067757133955,0.052471428410647676,0.052471428410647676,0.05246350767455639,0.05246350767455639,0.12979610602731076,0.12979610602731076,0.10618307961559159,0.10618307961559159,0.03099093433209052,0.03099093433209052,0.05477888081715342,0.05477888081715342
1.403715528712143e+18,0.046426078342603434,0.10624468632036045,0.04433528576273941,0.04406398764938331,0.046801942381328884,0.04395075292070316,0.05414134846162122,0.06923286305595347,0.07187641707085078,0.05886920536608503,0.052724975771589556,0.23743756178415912,0.041844208993519,0.041844208993519,0.05218689564670705,0.05218689564670705,0.049697515499725085,0.049697515499725085,0.03818067757133955,0.03818067757133955,0.052471428410647676,0.052471428410647676,0.05246350767455639,0.05246350767455639,0.12979610602731076,0.12979610602731076,0.10624468632036045,0.10624468632036045,0.03099093433209052,0.03099093433209052,0.05477888081715342,0.05477888081715342
1.403715528762143e+18,0.04913611452661518,0.11316082029469846,0.04433528576273941,0.048917903771541586,0.046801942381328884,0.04395075292070316,0.05414134846162122,0.06923286305595347,0.06888927505821402,0.05886920536608503,0.052724975771589556,0.248009767879572,0.041844208993519,0.041844208993519,0.05218689564670705,0.05218689564670705,0.049697515499725085,0.049697515499725085,0.03818067757133955,0.03818067757133955,0.052471428410647676,0.052471428410647676,0.05246350767455639,0.05246350767455639,0.12979610602731076,0.12979610602731076,0.11316082029469846,0.11316082029469846,0.03099093433209052,0.03099093433209052,0.05477888081715342,0.05477888081715342
1.403715528812143e+18,0.06598220957862068,0.11604608022516598,0.04433528576273941,0.05696202460046036,0.046801942381328884,0.04395075292070316,0.05414134846162122,0.06923286305595347,0.06590213304557725,0.05886920536608503,0.052724975771589556,0.21597461854911804,0.041844208993519,0.041844208993519,0.05218689564670705,0.05218689564670705,0.049697515499725085,0.049697515499725085,0.03818067757133955,0.03818067757133955,0.052471428410647676,0.052471428410647676,0.05246350767455639,0.05246350767455639,0.12979610602731076,0.12979610602731076,0.11604608022516598,0.11604608022516598,0.03099093433209052,0.03099093433209052,0.05477888081715342,0.05477888081715342
1.403715528862143e+18,0.07079397381761644,0.11539948287811069,0.04433528576273941,0.07296254902636179,0.046801942381328884,0.04395075292070316,0.05414134846162122,0.06923286305595347,0.06291499103294049,0.05886920536608503,0.052724975771589556,0.18393946921866408,0.041844208993519,0.041844208993519,0.05218689564670705,0.05218689564670705,0.049697515499725085,0.049697515499725085,0.03818067757133955,0.03818067757133955,0.052471428410647676,0.052471428410647676,0.05246350767455639,0.05246350767455639,0.12979610602731076,0.12979610602731076,0.11539948287811069,0.11539948287811069,0.03099093433209052,0.03099093433209052,0.05477888081715342,0.05477888081715342
