timestamp,normal,deadlines,oasis,normal_stress,oasis_stress,fov_10,fov_deadlines_10,omega,omega_deadlines,pid,pid_deadlines,slimslam,fov_9,fov_deadlines_9,fov_8,fov_deadlines_8,fov_7,fov_deadlines_7,fov_6,fov_deadlines_6,fov_5,fov_deadlines_5,fov_4,fov_deadlines_4,fov_3,fov_deadlines_3,fov_2,fov_deadlines_2,fov_0,fov_deadlines_0,fov_12,fov_deadlines_12,fov_11,fov_deadlines_11
1.403715893384058e+18,0.017542050591749098,0.05327885942457046,0.004159541610316642,0.01918644823922119,0.022150492003094234,0.011017166768332282,0.04768149167766545,0.009000905575898215,0.22556017888984894,0.011233433378900615,0.019757539050754596,0.006516975247084602,0.011724364780392384,0.011724364780392384,0.01127870353034329,0.01127870353034329,0.04713137482644258,0.04713137482644258,0.010809593440899339,0.010809593440899339,0.04947372451392749,0.04947372451392749,0.016862372365300728,0.016862372365300728,0.06319960868446334,0.06319960868446334,0.10456547935945305,0.10456547935945305,0.05327885942457046,0.05327885942457046,0.022647682371968875,0.022647682371968875,0.03716525154694177,0.03716525154694177
1.403715893434058e+18,0.016165494477252892,0.05557944621635668,0.005695894259163034,0.01813830469717476,0.01876707944750166,0.01273027132065038,0.04768149167766545,0.010417638279447096,0.22334336570173943,0.018938615035625876,0.026927357924044618,0.003925666253419969,0.013356883749043234,0.013356883749043234,0.013364663234925047,0.013364663234925047,0.04713137482644258,0.04713137482644258,0.010302834764094866,0.010302834764094866,0.04802636002336183,0.04802636002336183,0.016862372365300728,0.016862372365300728,0.06319960868446334,0.06319960868446334,0.10456547935945305,0.10456547935945305,0.05557944621635668,0.05557944621635668,0.010652978951060555,0.010652978951060555,0.03716525154694177,0.03716525154694177
1.403715893484058e+18,0.014347302533275482,0.06384610202638855,0.011050601721000888,0.019453620066689603,0.028447672318033565,0.017335370430149134,0.04768149167766545,0.010289491966622372,0.22290945994080336,0.013939301762867437,0.022401644505040577,0.014034678528975587,0.01188075814190256,0.01188075814190256,0.0175956619928353,0.0175956619928353,0.04713137482644258,0.04713137482644258,0.009864814960031797,0.009864814960031797,0.04930555528928558,0.04930555528928558,0.016862372365300728,0.016862372365300728,0.06319960868446334,0.06319960868446334,0.10456547935945305,0.10456547935945305,0.06384610202638855,0.06384610202638855,0.026727043016847633,0.026727043016847633,0.03716525154694177,0.03716525154694177
1.403715893534058e+18,0.02506968144543768,0.04399646072104289,0.015231826163603551,0.023356872195439894,0.03524856928917207,0.018679981244207645,0.04768149167766545,0.010161345653797647,0.22247555417986728,0.026197077363165577,0.03376810339610996,0.022891701140570295,0.01272447332158722,0.01272447332158722,0.016125421280610727,0.016125421280610727,0.04713137482644258,0.04713137482644258,0.019993268605002425,0.019993268605002425,0.04622790067844064,0.04622790067844064,0.016862372365300728,0.016862372365300728,0.06319960868446334,0.06319960868446334,0.10456547935945305,0.10456547935945305,0.04399646072104289,0.04399646072104289,0.006388851866691081,0.006388851866691081,0.03716525154694177,0.03716525154694177
1.403715893584058e+18,0.04289123167661692,0.034497082641687556,0.016698021085049277,0.04009788033904211,0.03222089543561925,0.016034041566637024,0.04768149167766545,0.010033199340972923,0.2220416484189312,0.013291437161827296,0.020915372443841777,0.016075048671438264,0.010257533334313505,0.010257533334313505,0.013563790934254126,0.013563790934254126,0.04713137482644258,0.04713137482644258,0.007994331403196404,0.007994331403196404,0.047387715000417226,0.047387715000417226,0.016862372365300728,0.016862372365300728,0.06319960868446334,0.06319960868446334,0.10456547935945305,0.10456547935945305,0.034497082641687556,0.034497082641687556,0.018439647199664996,0.018439647199664996,0.03716525154694177,0.03716525154694177
1.403715893634058e+18,0.01756476198212171,0.05562224824070069,0.008131767820167531,0.014296103225943942,0.020720742487852866,0.017615306253776643,0.04768149167766545,0.0099050530281482,0.22160774265799513,0.017667288707138528,0.025145009361517864,0.009258396202306235,0.010912569722818344,0.010912569722818344,0.009643976782176622,0.009643976782176622,0.04713137482644258,0.04713137482644258,0.011261331567983696,0.011261331567983696,0.04661996611403363,0.04661996611403363,0.016862372365300728,0.016862372365300728,0.06319960868446334,0.06319960868446334,0.10456547935945305,0.10456547935945305,0.05562224824070069,0.05562224824070069,0.01897847723020911,0.01897847723020911,0.03716525154694177,0.03716525154694177
1.403715893684058e+18,0.021458915490419162,0.055024403264758666,0.012742575355889024,0.018531829837816184,0.021750873346348135,0.02152961577246559,0.04768149167766545,0.013750981330735518,0.22117383689705905,0.015185336703816455,0.021234337785186092,0.008373163409799985,0.015596668952539057,0.015596668952539057,0.014798791555179618,0.014798791555179618,0.04713137482644258,0.04713137482644258,0.012755013454546878,0.012755013454546878,0.04493021679074389,0.04493021679074389,0.016862372365300728,0.016862372365300728,0.06319960868446334,0.06319960868446334,0.10456547935945305,0.10456547935945305,0.055024403264758666,0.055024403264758666,0.02256620897123949,0.02256620897123949,0.03716525154694177,0.03716525154694177
1.403715893734058e+18,0.02275146863119657,0.0543854094158468,0.01701395214169623,0.019805990509399768,0.024789652872381586,0.0254851386981898,0.04768149167766545,0.016698145563427802,0.22001682655885385,0.016223462552034447,0.02236043542134764,0.013112911535934703,0.015828152963084256,0.015828152963084256,0.01905373076578342,0.01905373076578342,0.04713137482644258,0.04713137482644258,0.01702843562021864,0.01702843562021864,0.04390385450014869,0.04390385450014869,0.016862372365300728,0.016862372365300728,0.06319960868446334,0.06319960868446334,0.10456547935945305,0.10456547935945305,0.0543854094158468,0.0543854094158468,0.023193968488675203,0.023193968488675203,0.03716525154694177,0.03716525154694177
1.403715893784058e+18,0.027405145880612065,0.05374641556693492,0.021632395639034074,0.02467788437877756,0.028750302292408696,0.02948079441508848,0.04768149167766545,0.015269444306657918,0.221207496743322,0.024331349331594553,0.03131759110313962,0.013532275656578765,0.02063694052893855,0.02063694052893855,0.009911270482802551,0.009911270482802551,0.04713137482644258,0.04713137482644258,0.011485855920885975,0.011485855920885975,0.03980549197009376,0.03980549197009376,0.016862372365300728,0.016862372365300728,0.06319960868446334,0.06319960868446334,0.10456547935945305,0.10456547935945305,0.05374641556693492,0.05374641556693492,0.026700828415777766,0.026700828415777766,0.03716525154694177,0.03716525154694177
1.403715893834058e+18,0.030144500248681264,0.05293997937013113,0.02503451543331608,0.026437002000346016,0.03147121969509327,0.03284421338215342,0.04768149167766545,0.013840743049888032,0.22239816692779013,0.02191682946111661,0.02403760816595484,0.013130163718644504,0.025090779300319638,0.025090779300319638,0.011930747264631404,0.011930747264631404,0.04713137482644258,0.04713137482644258,0.015400638312905343,0.015400638312905343,0.04149188428360573,0.04149188428360573,0.016862372365300728,0.016862372365300728,0.06319960868446334,0.06319960868446334,0.10456547935945305,0.10456547935945305,0.05293997937013113,0.05293997937013113,0.021001895002069088,0.021001895002069088,0.03716525154694177,0.03716525154694177
