timestamp,oasis,deadlines,normal
1.4036365808635556e+18,0.009057900317303271,0.009575295134001979,0.011780275575322059
1.4036365809135555e+18,0.01188609430531324,0.010667952545613037,0.012798428177782218
1.4036365809635556e+18,0.010630271717920973,0.013131603907727897,0.014100963285328932
1.4036365810135555e+18,0.011746221849737642,0.013090429880341481,0.013901875013005603
1.4036365810635556e+18,0.008542572481798533,0.011225209664507654,0.01123723814046904
1.4036365811135555e+18,0.01005671051518799,0.012126601711466912,0.01214128654188106
1.4036365811635556e+18,0.009825325645442806,0.0076739905621771255,0.00657901742455608
1.4036365812135555e+18,0.009429823714821662,0.012737430781021884,0.01225523855349619
1.4036365812635556e+18,0.008226443178336703,0.012151403920925653,0.0119233262374981
1.4036365813135555e+18,0.008279445255942394,0.011557489131611644,0.010504854738644796
1.4036365813635556e+18,0.007790117090518491,0.01140532352690486,0.010112271404624897
1.4036365814135555e+18,0.007374853224422136,0.011180406485377782,0.009735508538977611
1.4036365814635556e+18,0.008281085124762865,0.011882664437194343,0.009018707375869472
1.4036365815135555e+18,0.010143770475681962,0.011973020018663011,0.0086433008403305
1.4036365815635556e+18,0.011098253237106727,0.014671802849922446,0.010484866479621663
1.4036365816135555e+18,0.012145584939170449,0.01172639109691849,0.011333320475754917
1.4036365816635556e+18,0.015330108708073628,0.012235278694013542,0.013618984211967158
1.4036365817135555e+18,0.010451722397595493,0.012620431995658167,0.009062258285394722
1.4036365817635556e+18,0.012521887615710742,0.01397843603956772,0.010260362457797273
1.4036365818135555e+18,0.012826499799886556,0.014119054105262761,0.01038861435170042
1.4036365818635556e+18,0.014749897093501219,0.015354728104799471,0.011428886323859482
1.4036365819135555e+18,0.011370719112416673,0.01290525689646991,0.009320308336471038
1.4036365819635556e+18,0.009172617026378843,0.010725272828171132,0.008197601697139744
1.4036365820135555e+18,0.008786449935520718,0.010688006082206583,0.00815330196126726
1.4036365820635556e+18,0.008863342555264882,0.01117273606459041,0.008637514583568357
1.4036365821135555e+18,0.009720755789852167,0.011798358865050295,0.009354978899451796
1.4036365821635556e+18,0.009497561403928604,0.012460917488737533,0.010059058930686336
1.4036365822135555e+18,0.008930091369577774,0.012255383525143384,0.00959178238905656
1.4036365822635556e+18,0.00929335314598576,0.012743212550554541,0.009959235042971826
1.4036365823135555e+18,0.0093545832250199,0.012800768406553795,0.010045946016498476
1.4036365823635556e+18,0.008825906318476066,0.013253436331539062,0.010679543254941292
1.4036365824135555e+18,0.00923737003083335,0.013480999119623182,0.011042996657534677
1.4036365824635556e+18,0.00876009759726742,0.014101656341518103,0.012453728811537288
1.4036365825135555e+18,0.008445681866874506,0.014815614056669844,0.013188479462146574
