timestamp,oasis,deadlines,normal
1.4036365808635556e+18,0.009966876962834463,0.03627913762296247,0.006718701058237746
1.4036365809135555e+18,0.011816106544474968,0.038091740455984076,0.010009750550026212
1.4036365809635556e+18,0.012866673612641029,0.0389469919715957,0.009333750472890775
1.4036365810135555e+18,0.013508950028915136,0.03985284794008054,0.009674432421660684
1.4036365810635556e+18,0.012327503135043064,0.037880963193783895,0.007501577577848042
1.4036365811135555e+18,0.012645491019643382,0.0377153753820724,0.0078117207477502205
1.4036365811635556e+18,0.013158406588555587,0.039358430643238955,0.008819412190186619
1.4036365812135555e+18,0.013287989540387384,0.038384985332027895,0.009496562536436845
1.4036365812635556e+18,0.013731676045317722,0.03773965566521315,0.009050663364529527
1.4036365813135555e+18,0.013575992036189833,0.03616413928507547,0.008898294833932905
1.4036365813635556e+18,0.01323331793071365,0.03673949535505494,0.00843390176780784
1.4036365814135555e+18,0.012721213708182659,0.035392064370826384,0.00889538187706731
1.4036365814635556e+18,0.012926907562269253,0.037246456162357146,0.009009831868153354
1.4036365815135555e+18,0.013264524047574413,0.03910084795388791,0.009486877389355853
1.4036365815635556e+18,0.017087262139905156,0.039106669775820745,0.0119532861380346
1.4036365816135555e+18,0.018146753610724268,0.03693552912013595,0.013146692037066426
1.4036365816635556e+18,0.01318398879031888,0.036709880592285735,0.01544601207236201
1.4036365817135555e+18,0.013365387943276151,0.036404985922497884,0.011228531887652759
1.4036365817635556e+18,0.013619495621125358,0.03553660108752643,0.01127101786278642
1.4036365818135555e+18,0.017435559367178742,0.03466821625255497,0.014406679158818422
1.4036365818635556e+18,0.01801466821443732,0.035101658332084416,0.015796018241909918
1.4036365819135555e+18,0.010789891361428596,0.03553510041161386,0.01135078524539242
1.4036365819635556e+18,0.011796986092628203,0.03506564262512543,0.009644408039149541
1.4036365820135555e+18,0.011855581228279762,0.034596184838637,0.009314860521028773
1.4036365820635556e+18,0.012876729180189776,0.03493322064582677,0.009654097995273244
1.4036365821135555e+18,0.013258402265478439,0.03527025645301654,0.009848474603825107
1.4036365821635556e+18,0.014373903630430266,0.03544207186894875,0.010461338882875685
1.4036365822135555e+18,0.012759107752972062,0.03637918338531762,0.01068427443380567
1.4036365822635556e+18,0.013031432161548508,0.03678084420232319,0.010992544683374085
1.4036365823135555e+18,0.013816702752494359,0.03718250501932876,0.011238343271699841
1.4036365823635556e+18,0.013042450952076269,0.03719503236513254,0.01031459582115196
1.4036365824135555e+18,0.013677266081701405,0.03720755971093632,0.009984897499780548
1.4036365824635556e+18,0.015121582600546902,0.03765231281186688,0.008469343645166251
1.4036365825135555e+18,0.011930414228109944,0.03823587471063114,0.0081345897244162
1.4036365825635556e+18,0.012029521941700975,0.038819436609395394,0.007756487221954033
1.4036365826135555e+18,0.012583919978831183,0.03879279950133586,0.007950505984776651
1.4036365826635556e+18,0.014915100875262363,0.03949298410501301,0.009049164931160987
1.4036365827135555e+18,0.015508644420495715,0.039064206155851024,0.00957895963765448
1.4036365827635556e+18,0.01457644163327965,0.038796486593312966,0.010165556323346942
1.4036365828135555e+18,0.014937811340470545,0.03852876703077491,0.010817370347157941
1.4036365828635556e+18,0.013924498677487181,0.03867781913318473,0.010008875839864553
1.4036365829135555e+18,0.013965856641334649,0.03897785268947134,0.009360050538856808
1.4036365829635556e+18,0.011540093219856452,0.03766157789244945,0.007569844702021348
1.4036365830135555e+18,0.010980363669866069,0.036345303095427564,0.007030280870915345
1.4036365830635556e+18,0.010644212317659489,0.0362948838315493,0.005761071504065224
1.4036365831135555e+18,0.009780278396244402,0.03605723544224046,0.005259660827859665
1.4036365831635556e+18,0.00939548022559374,0.03678841963707488,0.005149091232962237
1.4036365832135555e+18,0.008865582552511395,0.03751960383190931,0.005081960808636354
1.4036365832635556e+18,0.008351885049585448,0.037733206062043605,0.005101609123317052
1.4036365833135555e+18,0.007808107430160195,0.03741316733126892,0.005149117010582245
1.4036365833635556e+18,0.008219136744229189,0.03534732415936581,0.006750668088099005
1.4036365834135555e+18,0.007902193748474442,0.03328148098746271,0.006928923601568446
1.4036365834635556e+18,0.007842139577615117,0.03172929176513697,0.007017226559465254
1.4036365835135555e+18,0.009752762562760137,0.031954526911605205,0.006846063551129007
1.4036365835635556e+18,0.009733945343064402,0.03217976205807344,0.007003173034722369
1.4036365836135555e+18,0.009555458157947018,0.03206803609512306,0.006894657810288258
1.4036365836635556e+18,0.010042330328177466,0.03123578487297394,0.00841872081170064
1.4036365837135555e+18,0.010272103758254488,0.03258743209726281,0.0071697557135680535
1.4036365837635556e+18,0.010122310036713742,0.03393907932155168,0.007783497888793928
1.4036365838135555e+18,0.010459322932269578,0.03145377066072002,0.0077719482164952235
1.4036365838635556e+18,0.010340341304727035,0.030737693739785635,0.008622741129210562
1.4036365839135555e+18,0.010617876252875792,0.031994738784685166,0.008588352933427098
1.4036365839635556e+18,0.011120947240419553,0.0332517838295847,0.008886474077955042
1.4036365840135555e+18,0.011454289398284068,0.03346310379182857,0.009138371161354136
1.4036365840635556e+18,0.011816611910555214,0.03360430201598108,0.009373885257416144
1.4036365841135555e+18,0.011930799167628561,0.03441827865268184,0.009687742477814912
1.4036365841635556e+18,0.012359404800470491,0.035868437559423504,0.01003235854315247
1.4036365842135555e+18,0.012821345882255808,0.037318596466165165,0.010549066947474671
1.4036365842635556e+18,0.012866356794421975,0.036262181749609934,0.010799705404673652
1.4036365843135555e+18,0.013364227262271789,0.0352057670330547,0.011079388078390918
1.4036365843635556e+18,0.014168313165168225,0.03758099389754986,0.01132490468511293
1.4036365844135555e+18,0.01413487531108053,0.039956220762045025,0.010960122129977415
1.4036365844635556e+18,0.015011169357468572,0.040602702950373985,0.011181881574573544
1.4036365845135555e+18,0.015754161648421534,0.04199779161289429,0.012080875561766406
